_id,Date,Rain,Temp Max,Temp Min
418,1952-02-22T00:00:00,0,33.41999817,22.14999962
419,1952-02-23T00:00:00,0,32.77000046,20.57999992
420,1952-02-24T00:00:00,0,32.22000122,18.77000046
421,1952-02-25T00:00:00,0,32.52000046,16.68000031
422,1952-02-26T00:00:00,0,32.79999924,17.88999939
423,1952-02-27T00:00:00,0,33.75,18.60000038
424,1952-02-28T00:00:00,0,34.11000061,18.23999977
425,1952-02-29T00:00:00,0,34.08000183,17.29000092
426,1952-01-03T00:00:00,0,34.04000092,16.82999992
427,1952-02-03T00:00:00,0,34.00999832,20.09000015
428,1952-03-03T00:00:00,0,33.11999893,16.35000038
429,1952-04-03T00:00:00,0,33.52000046,16.10000038
430,1952-05-03T00:00:00,0,34.66999817,17.21999931
431,1952-06-03T00:00:00,0,35.58000183,19.25
432,1952-07-03T00:00:00,0,35.84999847,20.79999924
433,1952-08-03T00:00:00,0,36.11000061,21.37000084
434,1952-09-03T00:00:00,0,35.75999832,20.70999908
435,1952-10-03T00:00:00,0,35.06000137,20.31999969
436,1952-11-03T00:00:00,0,35.02999878,20.36000061
437,1952-12-03T00:00:00,0,35.58000183,21.67000008
438,1952-03-13T00:00:00,0,35.06000137,22.19000053
439,1952-03-14T00:00:00,0,34.88999939,22.68000031
440,1952-03-15T00:00:00,0,35.54000092,22.64999962
441,1952-03-16T00:00:00,0,35.36999893,21.73999977
442,1952-03-17T00:00:00,0,35.02000046,20.59000015
443,1952-03-18T00:00:00,0,35.45999908,19.89999962
444,1952-03-19T00:00:00,0,35.68000031,18.43000031
445,1952-03-20T00:00:00,0,35.27000046,18.90999985
446,1952-03-21T00:00:00,0,35.18999863,20.27000046
447,1952-03-22T00:00:00,0,35.47999954,22.05999947
448,1952-03-23T00:00:00,0,35.36999893,21.37000084
449,1952-03-24T00:00:00,0,36.45999908,21.18000031
450,1952-03-25T00:00:00,0,36.88000107,20.28000069
451,1952-03-26T00:00:00,0,36.97000122,21.10000038
452,1952-03-27T00:00:00,0,37.06999969,21.79000092
453,1952-03-28T00:00:00,0,37.11000061,22.65999985
454,1952-03-29T00:00:00,0,37.5,23.29999924
455,1952-03-30T00:00:00,0,37.02999878,23.80999947
456,1952-03-31T00:00:00,0.796916783,36.72000122,24.89999962
457,1952-01-04T00:00:00,0,36.54999924,24.80999947
458,1952-02-04T00:00:00,0,37.22000122,24.30999947
459,1952-03-04T00:00:00,2.125270128,37.65999985,23.70000076
460,1952-04-04T00:00:00,0.812386453,37.36999893,24.32999992
461,1952-05-04T00:00:00,0,36.33000183,24.30999947
462,1952-06-04T00:00:00,0,35.13000107,23.86000061
463,1952-07-04T00:00:00,0,36.95999908,23.60000038
464,1952-08-04T00:00:00,0.451084912,36.99000168,24.04000092
465,1952-09-04T00:00:00,0,37.49000168,24.47999954
466,1952-10-04T00:00:00,0,36.90999985,24.28000069
467,1952-11-04T00:00:00,0.616482735,37.16999817,25.93000031
